SP2KSV7D1BCCBMAGMG1ZSN8QMGTQ13106KJXVR5SF;114;134.64
SP3G5AH22FQC5TX8N7GYMZRBVXZ4198402ZWE6FG8;310;5545.414128
SP2DJQJ4NY12HARXAVGFBG97K3BNW82SR6YAVFZDK;303.25;499.740374
SP2K8J7AGEDGNS1D4MK5F216AAYJ92SJ52CKP10T;141.54;223.54
SPE1SARW53562SR6JYCKB79WB0CDRDD701FXME6V;100.1;4370.1
SP311AQC4R96V71GS77V9Q0SFF0731FAGEPKE4PWC;190;790
SP3DRCNP5ENQFRBSPR7B92JQHXY1S9D7KHYBYB5G0;100;1100
SP33HYN3B92N09PZ1FQ9SNTJTKYN1PVK89REQ2JDJ;103;105
SP26R3QJZF4CAMM38MFGQQ6Z1N41HGE4T5C7QCKER;500;4500
SPZM641BCWV3T98R1R7K0AH921C0MS6WG1PTS178;101.89;571.99
SP1GZ7V0E7J69NQYKAAANDTW0Q68RD0P5E19D99SB;101.99;1163.99
SP2GN7CRN59DBNK14E01WXWPFBZNH6WDBW3QBPBR0;450;1540.677027
SP1E45WCCXQ8GVXAE77ZD3BV4SEFETGMTZREQMEHM;115;641.39
SP1ZDN93DZGB4KMPM79XB5RQWZZN750NS9GSK1ATC;105;1205
SP1HNS1QE5Y2S9E09MV9WZSKYWAXE5FGMM6RDYB4E;335;495
SP2G8624CC9TBKYTM0M9W80VPD7XV4VJEWTX02B1X;151;175.222899
SP137KYT5FCXR0VGNEXBCYSHQ8EDXV0RKV5W4ZYA7;260;606.16
SP31RM6SWEJ787WADZPHGWNP7XMH463HCX4CYX96A;750;1000
SP206ZNY15TTN4NDQW3TTRKN0GZ98F0336RRA29J9;637.42;800.42
SPCSBHHF5C7GKXR4F03H6KZD9RCDDYE9WSRDK3MF;101;115.041892
SPNFG66D0TYSES82P6WGXCXG6T8R45QDGVH5JKTC;120;170
SP1HJVC8NPN15CK1GYHXGVSW9EN9X96J11EHV7D3A;103.72;199.508803
SPDHERF2NCMDE6CY9KEGF6EZRJ2D3S21MNGPFJCZ;1000;3020.319331
SP2BSJRVSPMDQW7XZHAPC25TA91DDAJ67X9PXEEKT;102;152
SP3E3FWG7HCZ0ZQANBY0EB5PV2RXMQG18NG08MGW9;200;500.279491
SP2AGHN926XTT6ADKVKEK49J30M78C396W7ECA3Q9;150;100
SP3VG8N3S2JK1TXX2YP79D0WPSG1EDAYG2HTAGT00;600;1299.062577
SP3XMSJSV1TYRP69PAC0751P483QZ3E17R5GTV4CX;110;245
SP1SZYA7PBM9SB2RH8TAVH4WPC9P3X78Q64VHNKY8;109.43;109.356405
SP339GS5B7JA1DFTVX3SH2VWXMP4QR8RM5KF4ZZA;500;1000
SP2EC3HNZZ8V7J9FC52VMRX3TQ3ASAY57K0FPAMEN;432.1;732.1
SP2SNQHT55ZM0TBF7DD0TA39XM652QZ97E3CXN2SJ;105;413.533924
SP2F6XA179WBAJ3HBZKHCPVXHY4YGNXWHTP0APARZ;120;222
SP21125B3JZM6FQ7VSC1YXNPED2HMN7C7HEERGV8D;1010;4294.271558
SP2YXBPF5CKWBKEVMZY0PZ1KQ57ADQQ2TS70N6TWR;103;100
SP3DJAJMBFRBFR29YEDVNVQ9GDNG21C4K1CCP6V5S;4025.88;70765.75
SP1HDC7VN41SYNQGSVXNVYNDZNXMMEZ0MH0R527B3;110;230
SP264C4WCD44ECRZQGHWGXQA2NMTA7FRCD4DD8S07;100;208.785433
SP3K30N2CT1GPNA2PCBZZW9R6CTA9A4K7YRM19ZW2;100;203.7856
SPSFJC21QRA58ZABTEECAPV4S9R2KC3VBMS789CT;100;215.983703
SP2GRRJ18NHCHPDHJ8KCS09PJKR2HMK7Q26R9XMAQ;103;241.887776
SPFB5TF40XG65RYV0MRYS15KVQWGNW44B2PYAX54;152;308.980234
SP268ZVVTQT8Q2N3YTD1JWYKCY6V530EPD8WPXBWP;101;97.58
SP3DYVD6RHQNE8ZY0WDZR08K206109V2B4HG7B457;105;402.793631
SP1J8PXRZJPT3G11B7C0E9JWB612TCXR1H3Y2HFB0;935;1055
SP3ATFW5VSD0W4N0E3K1E4CGFE8MJXQ9XFFMQ0HBY;102;278.007591
SP2QCMZKKZWAWZBTJCY7GA4C97R97WVXTYZVBSYAG;110;583.121795
SP3JV1AW3MH46E0PFGMF98JGST906YENSYWXTKP0C;200;265.299701
SP13H73J4P1VKR5K8ADMR98FDSX1DSEHTZ9B80XTW;101;503.239189
SP18KRM1NZTZSYBHXK8GVM1SJJ8ZQHWQH548ZEYD0;220;700.3
SPCV73R6WSBD8FGBSN5B2JFDX1AVDMCMRCJ3RYPC;201;30196
SP2PW7WDE042Y81215BPW2FFBXGJANVGBG2HFBNZF;100.06;102.083575
SP1PJFX6X41R59PH39KBZYKJYQXTHPBS7VYQ4KQH7;110;221
SP1G3XGR27GYWY7VX9BQGZNHV10X42DRQTK5QQ2NQ;105;215
SPTE808MHS93BTJDQSC4CC3HYA4KAHQW6NNDEN3H;100;211
SP1YNB324SGQWVFFCBRCMTYNFQZ5WSX9FKEY38SKX;101;102.662134
SP2G3VKH11VHZ70KZWS8MM624VKZN5Z5TMFZJ0PD4;105;213.841886
SPG8VQKXJ2X0WDZC9A032HP007HJ05D2WXW0TP6S;100;153.563817
SP17C8QAATPSQ3S8E68ZQKGPWTDFFTXBR3MXST7A6;1100;1256.275632
SP2G3KRK8JRJTFYYB3THX8HG11K43QKGV00RFR4CQ;101;1258.61257
SP8Q4FZW27NZ7B4777179YC5GFGKG003JFDBM6SW;101;231
SP1QRC6RRVPVSFTJA4YTBR19B17H0SDJNG12EHG6G;101;227
SPQFY8GDC8XXR30RGW2JCGCFG42TFZQP0K3QQY6A;100;1000
SP3QX8Y7XGJEV0ES91JP2JWBENA5Q5EBBSE1A00N1;102;2175.30515
SP3PSEGPP1M8TT40K923W8MDND7BH9JSSJZNPKJQZ;140;140
SP2RS0YJZ2QH5VYXQ91X06B9QYR90BNGJETWP0V69;100;10864.684469
SP3Z3464AZ64FCNAN4CP0XRAVT18B1ZJ0ECS7TTKY;496.01;10000
SP3ZKR29VHTM9MDKT9G1KRBC0A8ZDCDMH8P8Q98M2;505;1606
SP1KCPSRS10XE39YN3V7654V9VC1HP2T41YRE4N46;100.9;248.767055
SPFEPXEDAD8YYCEWCKH3KGQ6E3ZQD61BGY22W532;105.01;259.621388
SP1W577DNF1JZJ6MXC4CTT7675KBNBS8XNSR33R1S;145;1145
SP31NBMQPWYJ4D57YF4P7C8WG6TH1EXYT3N462EER;2000;4000
SP11JZZTFQV8B8X0VB17AXXGEQA154PKVC5MSE49T;1000;4000
SP3YHVAR9CP9QD2D2HNJ5RH7NT5GXE2X4GXNX4YPX;800;1844.258465
SP1FGBT8T8WYB4SD6QKASPNB22F95YP51P6KYTNVC;112;122
SPNXFZ7B52GMPGPGET9BF25HEE2G5BG3HRV5CKK5;200;263.244445
SP1NXJVR17EDFXZRN0C7RSWVE82JCWEM1CD9XT1S8;105;675.204687
SP1A9VVGSC0DN28GF1AF4ZJPNJ9P10XX5K20KV6EX;425.41;499.28
SPFS77HNHSN80EB1MW4V8068QN68427ZE3Z8XE7T;101;501
SP2EZBRH2T5A4TPFFTDK48CHR0WG95YZZA4HC1TJE;1007.92;6694.822333
SP2V01PZ25VRX46DGQNP7PJ5FA6EH5EVZC2DD0G3F;1660;1666.06
SPQ73PHA7MJDVFFYPCT2X7Z1K9F902J3DB23EAXD;110;405.458572
SPPQB31H6FZ3RWCGPN4XFM9Z2MR4ZPARG04W5065;120;690.5
SP2AYD9JD5CZ0AHAEQRPXCW3NMKJECQWMHCMWJCS9;106;1106
SP325SFTXE21RTGPRQH50Z26NW5ABMCV7WKS8SE6F;100;472.749702
SPGX0N96YXKNJJ582MG4JJCFEZAY33Y7K033KDHK;100;584.458242
SPZKKKR51BZDPB9S6FC9S9TNRGPPT30MY2RPJYEG;100;584.45824
SP2WGKVSS6X0XNYWZ0RN147KKVGDC8BHC997MB39P;140;180.345074
SP20V2WTZ1A39WE7AKQCG6ZB6Y5TPRY73V9VBHFF4;101;474.761587
SP2NAYQ374ED76QYQZF478NXY42Y3HK4VMRA36KPF;101;474.761304
SPF5BWHPBV1FVQ1ENVXGB1MBYSPMFX157W5W1VPV;101;472.749697
SP2NZ2C4WMMQGT27B3C483H89PAN0Q4DP8TTBQX6J;100;474.727692
SP3140X43H9CWG0V3T73K0WKVGVPP8ARRQBGGBPMZ;100;474.761298
SP414DRQ0CTB54M29NNTY65AW7MCQ9ARD05R6JC3;101;474.761594
SP7STMPGB9ZEMJGMK4Q2J2BJZCP5EGCH4H9R5N37;101;299.219491
SP2JCG9QG3DZQ8MN70MTZQNVEZQRPY2WQZ6EJVVND;150;249.263984
SPSXWCF1707S5QP6GJKFKY6EM3H03NXZTMG25A0A;101;118.953086
SP1VGCVHAK3ES373NRGTHGCHHDGZRM5CHPPR7155Y;101;801
SP2PJQRYKT9RD49852K6KYZJ5NKN4Z73W2Z0R3G0K;3400;9200
SP28J7385VZS5T7APB0EM4RX6A91BPGH85Y37KSE5;700;1100
SP3GZH6SKDVZMZE7HRVJBX6MZS0P7S2F87JHQGHS6;324.01;700.344138
SP1N73HG15ZX2R26ZNB24TE4R79T7KH39F0KF46SG;100;896.801636
SP34CMYER0Z9W4GXT7DRWWGFQFTKBSWW54XKTFQD2;100;108.865099
SP1HCBHS6E3PN8B3G73DS3BEXVT5ZDE7E27ACPBPP;119.19;129.01253
SPQWV24PYDJ6S36GB06E1KMWNHG34NGAEXZD5Y4K;250;1000
SP2GAH1X0BHFWJJWGCTAHDPM2Z79R5ZYR52AXZ0EX;112;437.292748
SPAMPTWDJZY4451WHGYAWNKVPNHW41SKHMSYB0BV;160;2933.030312
SP3BDTCZ7SJ1H9PCR5HV7095GDZQB6SF30GCSPJWY;101.5;1937.41357
SP2Z2Z2FFN3CCWXZ5YVW2ZA2ND1PEDTFKGZRAQ1ZX;1557.51;1643.942786
SP35B6K7P25N0PQTZ6DY1QWWEC3W0T1MSHR05PJH3;103.89;156.473905
SP2EPZFGYNTS0V7A8QJKNPAVMMPF5MF6NC9CWC5TD;110;59.84379
SP3V540F0YRSZAJXEV4W53G8AQWA1JPDWNJQSRMHA;7800;16300.102848
SP2XVB11JRMRSVRJDFK4Q6RN62W1Z47DMHFTDPX91;300;4574.204231
SP2KBJ8W68H4RCSAQHB0WYAFKME5AMZ5CJVPFV6YF;120;229.563751
SP1TCJZDVSPAYQV4NGBDC04NR3JW08XB5FJMAPGKB;100;200.815362
SP18QG8A8943KY9S15M08AMAWWF58W9X1M90BRCSJ;100;553.655607
SP1H2BF895NW1FMK4ZRWA1A3HJBAQ35C7HB66P7HB;101;203
SP2Y5BEGQCZ4W3Z60CGMKVFEAREVBGSABZWQSS5SQ;101;203
SPHS1YX7ESCMKFDNFDD3WZ9M3K85BJEG5Q9BKX8Q;101;203
SP2F6C8802CKM1FW15V8PB1RD4JTCVHXQWK1B2N6G;101;203
SPWV31JK48YVTG65M6N6SWGWQ23AKBMBTVZF2SG4;101;203
SP2QAPF5M20JMJ5WW4TMN39K0R5GBSCSYBKJG8M7N;101;203
SP38RKS4CS8CKBNATSJG9KJAS57Z4VC3H2DM8YPYV;101;203
SP2S2Z8B85DB76HY29CVRW99X7MSANX6D95402NVE;101;203
SP27EGM5TM9645DM4RS5DX5528RB6G1RA9V6A3QA0;101;203
SP3TJ71VKK6GTGP7WDD9688YCSDBQSKTBTWM2AP6B;101;203
SP3BKP8K9ZNT91JQK6HMW964E3ZVGJ269GDAEYFRX;101;203
SP13W8TNCMEACKX5KEG3AGGNGHTKF43G3D9YJPZPR;101;203
SPYK67BH72YBY9SACV4Q22N3QQ24DF0TWWXN7C9M;101;203
SP1HMVFKKVA80M72603EZ58VAPFSWQHQGN9HF5KQN;101;203
SP6WB84HT56JKFZ9HFTSNKBACMGSRXZ2KZYSBGQ1;101;203
SP2RCDPMN0CFZNS58QJ878PPVXF8YYMJX6WKFNWJH;101;203
SP2AE93B32A3RFQ8HMPE4CPSN7NTTZXXVD9TCH0N9;101;203
SPPEQR6QWK88A88QGXAXKMK54TZAKMVTS7A6YA3M;101;203
SP2J44NE02JKW8ZT5341P20EHJW8FKQKX5H46F557;101;203
SP3XBDJ911MNMR4RHD1PN9KPXGY4KCV8B4QY7WBC8;101;203
SP3WXQMHTXJTXCRRRTHCBHC7BEF74Q0NF5MQXBZJQ;101;203
SP3682445WSDEAH0F8GP12P65QMA5QZA2D0MW2FZA;101;203
SP3TAR24VB10K4ZCKDJ4JSRRBZEJ4CRVX07007X6N;101;203
SP2QE8CQFTMF7A94M6HYQGTQVJH30PPYJ39CDG08A;101;203
SP30XDQTEQB9A0YZA1DX1SJG80D4VA7F5WHVGHGKR;101;203
SP2BNY111K73715XKP1EBEBVVRWSNMMV1H42SJHZ;105.92;732.35
SP323T35E3BTAXQV5CSYG8244R095G5BF9RWQPQ03;103;203.094514
SP12775EAC7YH8YDAFZW25Y4G108C1JF8SQR95159;101;203
SP1ATEREXB70FVVC4GR9J6B8NE30BA5FJAJDVW39Q;101;203
SPQQ0X7XDYAF7BMN62X7Q7W7XVS6H7RNKDPZAQP4;101;203
SPKTA00Q3S27W9EVS8AFFGSJV0X9WVE11337HCBA;101;190.407396
SP2GVNXMH2V0AEA5DWSPJNY3B9N4026SFXCSNM5TW;101;2101
SP3YHHWXMB10RV562YQAN98J7BMSGQXA56WEG7KJ0;212.75;1078.75
SP364X9Y1W7287YJ5X16E14N3WWDKMHVKP4058HK4;199.84;1326.294354
SP3DCV25CKJAGQ0KG7EATN43RV9CPQ3WM8X36VYY7;100;403.212991
SPDH4MRBTPA7TY969XX57HB0EZJSGTTHP5ZBTAPH;215;1987.927287
SP29NKWD0VJ1MTP1RJ041KVYNQTKCFDXV19RY67T7;348.958;2212.978983
SP3B2K3H5J9X07Y5VKSKZ3T9BWS4V2HXD1ATD0BWQ;101;211
SPTW0GQE9YZ13VHSTC675WAAY92W4BKV1GKZ6M7E;101;202.512677
SP17ZM29DEKZN2VDW9BSB6GSBNMVEFBD1ZVHEK62R;222.22;2199.1356
SP391CYS095W2T0G804B7ZZ75Y3SSX934HCJE4C3J;260;1803.850706
SP53RHZMRESNWP2WZ0YKF68X3774330CBGV86G52;111;675.530808
SP5BGJFRE2ZH988PTCM8TYAZHTQKBH0TC7MECTST;150;743.879487
SPB6C3SGC28CRFKC4NNW13P8GE11VFFJWZNYY407;110;1671.699811
SP2SSHDSGHHEQN1A7Z0RP0YJ6QECE8TGQTYN594PM;500;893.553266
SP1HJN7GJRZT6GEYNPKXW0S319Z5JAKP0QBE7Q83N;122.88;177.23
SP14QGC3PA8G237RKJQ517X6YJW5CAE696FYXZMQ3;101.8;71.620984
SP1STHSNRTN5V240Z4FJM0NZMCBSBWHQ8MF3S2EKY;121;158.174469
SP3K5N9RQ96GATZ90AW7QHBG28EG13C20RND25ZVN;101;271
SP28KBC99D9WG3QF9W790FAS3AG63ZD72QR6S5DKP;101;615.550851
SP3A09H1JEB4F85FZ6XEXRSZA210SC6RB7Q7V7DAF;204.98;234.839206
SP18HCFMDAMZRV8321E30BESXY478Y2PAT5NGT6KP;104.74;528.21
SPN4ER2P4F9RN66TH96905WEHK6SBXS4R962BMBY;101;95.37
SP1Y00VHFYP7EXB6RW6P65Q8NXY1XGY9VCMKTF821;115;168.627116
SPY4C9RVRX1W16DWV1C3PZ74QQKPA4VW53920K6Q;110;210
SP2NSJYY3Y7C2KTX9RPP19M0G5WWX88RE3369EQTW;106;603.98
SP173A7Q3AEVPDWFM1TW4KKX3347DT9E3G88W27N1;110;4910
SP3ZKK30MSWXVC4CKMAWJGVKHZSTVQABTE8Y3DBG8;151.5;4277.825386
SPKGS0Y412RTY88A4A8S1XF8EEPRM3BVJ4FJ8GYP;125;774
SP1XMK21W863D6GXTPGW7MX5KCHY21DZ5BZY0HY6A;200;10201.974426
SP2YPN10XSWXWDV4NMVNBP9W4XSDAJ5GK64G3SNRS;841.64;826.795821
SP1ZT6MSDF6FXT8BWPRC937DC65W4CZVVYKXZTXJH;105;111
SP2HG965STSHPXKJE033E810RZFHGC63NY484YRD5;101;201.000962
SPH3NCKS3EPBS643BEVX3ETQATV3YG2KGBP2SB4S;103.73;71.985997
SP2SJ99K03WVR8EB6JMHWA5P2V1SE7KA31N0GBMWV;105;99.612617
SP3776PG5S0TS4NG66CVPC7G1GZPX13Z5Y12GRKZZ;103;600
SP2HP9FZWCND1PNBE96W6YQ6M5NKH5F6G3B3107SP;101;90.062778
SP36XB3M0SNB8B7NQBYYVWZ19A7JYDFE5NZ5JRHT1;101.28;10097.28
SP31MFYFN60R4261KT5MS88NG30SFPEP7YR3KXH42;102;3996.759008
SPAJYAJBZDN49K04BEVZKEZ29MMRWB5VX1H5PS0B;800.64;889.680033
SP2FVCAP2XQXD78KE0GSTR16E41RN1SN17B10WEZ4;105;211
SP166J8YBC4978V3DV006E9S0G44QVGPA88BXV5FE;101;200.393599
SP7BK7992WV3K25RJ286RHTQSAF15V96T95X5SVA;100;150
SP20CA1E3E8046BXVX8AE7ZDMRV1R2TDJFMFV1F2N;115;107.431955
SP1GZQ08TK7HV44P3KC3RNMQTJQG4P979PPBZNGR;112.57;330.94
SP28YPAQBD4NDHHSGNZPEG0N7N96AM6WS34VEX4GM;143;153
SP3DEV26N5XPK8D5AM25FRS6W77EJG4ESYJED5R9M;106;121
SP6ZRJRMFAGCMW9K05EDSSTDPREYW6RKEEW75APY;3100;4000
SP35RKTBAKABMEBBXSTSHEQHM49HSXM81B5ZCN27P;150;168
SP7EBX7WCRV110939WC2S7481D63JB5VFBJTE1ZY;1000;1406.913279
SP6DBNTVZ76FW3BE65VJW54FA87CKCA4PMHQ5MY0;101;106.35
SP1YDP61P32561ZDKS6EVGGWSWSM8R6GRNFD8VZTN;108;215
SP30Z0C24JH6H73MCAKH4EET0JHZNFTPBDMXHEMYE;101;367.911882
SP23GE83SFHNCB3KR62DP4MZKAV49ZK6MPHF9M3R0;700;980.345
SP1DY56CJ1JCQPPZ6AQFTB62YHN5QEGFB1VY88GYR;101;198.39105
SP10GBPDQNW3YHTR5GHKN2PRBGQMGXF1WSXE5J1BF;101;121.3521
SP27DSHVCV8WH5R85XSJDFS314VWG33FGZKJK7R8F;25000;27779.125939
SP3Y6MM74Y9S5QZP12TSREY4YCN4WA7S5G8PTQGST;110;115
SP34TTDH7ZQRD649HHA2ZJSYEQEQ5X922NSWQFH16;105;369.556189
SP17WQZYA4CK049RWQ9ACXTQ5T2Q0N99BTKPM9B8Z;135;2050.06242
SP1000ZWFJKB3WN52Q6TC4P391G75YWV5GDAC1E15;115;228
SP27BXA2D542853R1RFXV9RK2ZMT6TES7QPDZ8Q9Y;200;422
SP1NRY47Z4JY60E5YTYDQD90VCPBMBG4YCJ069BQV;100;102
SP2E3P26XM6FED2MMZFT6SEEFKDESKD2VJRTB5S8A;500;5800
SP1Q74N962JKAK79J9VA4DEX3J04FGYBWN17ZWJE4;110;595
SP3EQGWJS6Z8H4TCTM1XY75Q0E7XBGZ2SZQEXGCNN;380;394
SP2TBVDEK9541R8VJKMSGNR6VA8VSA8RPH0AHZ6AB;3678.79;9405.144711
SP2SBK69SWT4GZJKWMA42AQH25NPGW422BNNR54SR;101;97.922446
SP3C4DAEWRM6SV1YGYFR2SFRPQCWBGC6Z0NM33T11;105;130
SP1T8RK4963HC8NBAT1FXDXB8RRARMT27BCMW7WJ7;100.1;1201.20192
SP2AR61F3AZ2AMY2GDMN8PH6DF4KQS9REMGFH7YR4;105;120.92
SP3QNRFT213BRTDAEJWQ2A175S4BEXDKEEJTRXQC1;137;715.851899
SP11BNQMDB18JJERGE5E9EZ363ZVS22B0K1Q857MF;136.47;269.47
SP355676T5QBZ4HPWRW7B3G9P989DZ6DA1YY8VMD;101;101.277576
SP1WX03C1S7C2VPNRH4CKS8P7TNKKNVXFQ3YEE2RP;159.59;659.59
SP2YDN29A6QTJNSJ3H2MH041MD15VN9W2Z3949MM8;103;302
SP12HAZRJDJG1PDY2YJM8VCHABJQSKKZTG5FD8FZZ;523;536
SP3R5TCK97NMBS1V1MARCK0YTDFWG1FKJ94EFQTF4;101;221
SP1V681WYM8J4TC66EFQT8R9NE1FAX9TFK42BG1P1;100;987.527182
SP3JDNSTB7FKMQ5NMWPCP5Y07SBCQ9WGFY20K4MPX;100;120
SP3PR3ETRNRY4MRTCPAGG2VF7HBC577Q87R0GXQV6;2000;4000
SP1YW2S0SARANXTG9Z1GG47KNTA5B620MYYXR1H1A;103;152.533324
SPKAA6NM8058FQ7RM4XDE1XR00T05YTZWVWBD7CM;100.5;195.679628
SPM5BVEBYCN2Z1AR2E06A69HF1W70G7V5GZFDNPR;500;5726.009263
SP27NQHM28DNEK38P49SSEJBHX3C9AB9RD5G4QA1Z;105;135.042809
SPV0XNNAA93C3RNB6RCNYFXWB0HM9M1BEWG32JCK;110;225.76
SP101EK37R67K9970NXXDQX49R7FV3PGKB7H7V9XS;120;139.8
SP18EC3GDQW5V3BY72KSGY9REGRK03WDWEYX9F5W8;103;152.259254
