SP20JY0K64XFTAE7XZK2ZEFEA28EP249EM9VZEMP7,0,0
SPNNXMY01SNT92EEK9DRRG2QW1FA256MCNBPPSRX,0,0
SP2HY55JTX8P6EXY9JSRKK407MQKZ9MB9VF9X5W6R,0,0
SP38XSJ91XTY6ARN2W58AKKPBJAJ0AM02W1QJ497F,0,0
SP1B1GMBK7J153SA8PT5ZMNHP7ZVEAWRW2AMDGHSN,0,0
SP1K573K9C0AD5QMYS73DSJXW6G2JQFDBK0EQWWH,0,0
SP18P831TBGKSGMJEMJM0V29CMKJP650ZT21YJ3XX,0,100010000
SP1CE3NQXDKCJ2KEFFGCVFA5C196S9F0RRX93HY87,0,0
SP29N16Y4GQNB9B59XZ1E69M5R6EXC6RFWVRCDNVH,0,0
SP33G8J6MA9663A1VNVNR21MXHXXWAQAH41V6P7NB,0,0
SP1WFCF5BRNC3JMYPC2AFJMZKZ09Z4DG0ZD4NFTMT,0,0
SP2N3KC4CR7CC0JP592S9RBA9GHVVD30WRA5GXE8G,0,105000000
SP1DJWJNKREHT3YGRB09DRCYD1QKGK5DKF8V868VX,0,20800440000
SP7GS93E2RY8SSZHHVF3XDP0Y5R9RF18TYZG0M56,0,0
SPF7FJ9VFSVKNWH7JWSNFTTCG3P5Z0429R38KV7S,0,100000000
SP3VTC5TNYC9ZJ5NZ9DG4HHZP5Z21ZM5JRSF6M5MD,0,900000000
SP2JC8J455KMFRJVH94FAWK7Y8YCN6T0FZP71ZSGV,0,0
SP1A41KQWS3JZP0P9SM2ZMQH117BD415XPN5CX5CC,0,0
SP3WHYBHPFABS9DKX8KAN27BACNM5PSKYZ9RMKRVW,0,0
SP2BN6W873KBTM991AQ0HWEWF4R27C1SJ5QRKDKYF,0,0
SP3XZM9G3FM3HEGKF9CP35JS6H2MY4BP7M5VQEPE9,0,0
SP1C93FQFPCRGXYFHE805SZTMPFD037WF4QAK5JMS,0,0
SP3J0Z8YSJD20TGEBE6M992CWFDG18VB0PR599VY9,1979312428,1000000000
SP1ZJHN74VH26SPHHJB4YP6NSEYVKFZD1W0ZK5K9H,0,0
SP1SKWYXRSTZ61CKVR9N8Q36N5DJYC5M4213P4WJM,0,0
SP34455SJ4NJ7MCKV7CN64JJTVDP3VZPMVT54BH57,0,2101000000
SPQ94G8VMT4WJE432E1HVEXKSMGZ04KWNDVM8P9F,0,0
SP3NYA0QV0QF333437ZERVRH9T0XQ24JM81K36YC4,0,0
SP2EDRYCPGTS32HZAGWV54RAVA2GTW0WPBP4HGCXR,620044199,190000000
SPRHAMZJ7KN89SPGQXX6702DMAWM7823G6EYXV0,0,0
SP38Z2W6T5GTTQXTYNY2S7BV4AX2GNHS9BNDGRTP1,0,0
SP3XD84X3PE79SHJAZCDW1V5E9EA8JSKRBPEKAEK7,21089398,299000000
SP1HHSDYJ0SGAM6K2W01ZF5K7AJFKWMJNH365ZWS9,4952456352,10000000000
SPM5BVEBYCN2Z1AR2E06A69HF1W70G7V5GZFDNPR,200019559,5525989704
SPWDXXNHYRRDJJ7BQW6FQRF9Q070T80ZK15SP9PB,0,0
SPE0N1TCKXX2YSPT042H3X3TR1KV76Y67P22C342,0,0
SP331R3MQE82TBWV5R4WGZAD6FRDBN6S5ZN635CG2,0,150000000
SP3P1TCXN3FP3V79YWXC49F5X2HYKS39CMCP5FEHN,20184577750,0
SP1E8A3T3AW2HRFB5FXMYWB2DC0TSC6H1EGTHND1W,200251802,1000000000
SP1Y90PSKC1M9K8FHAFW4ZEZM7PABEZ97Z6D26KMT,0,0
SP25SF2MPZZS8Q20QA3VTYJXTHAHCRNM5MSZYDNB0,4528560153,100000000
SP32ZYEZGWHHFQ5RX2WMFVDXR77C5WWQP4EK7E6HC,3095241594,0
SP2ZNGJ85ENDY6QRHQ5P2D4FXKGZWCKTB2T0Z55KS,0,200000000
SPQJN9008GBDXCPVS2CZSPXAPYV8251GZX1GX64R,0,0
SP02A6KK9V9M4ZK6YVNVGJ5T2954JWMF2P7SNKNT,0,40000000
SP2FA1H3K9FMY2CQ80WWT2JYMHZ5Z2B810AT41APW,49919816863,150000000000
SP2855G3MZ3WFS5P0NRK098T1DKQ3QH5MVJ14P70P,9887281252,0
SP6Y9FQ6HE0HZ4G5XVT9PG0XZJJM2WWN0SXCY8YV,0,0
SP3XMSJSV1TYRP69PAC0751P483QZ3E17R5GTV4CX,0,245000000
SPE0N1TCKXX2YSPT042H3X3TR1KV76Y67P22C342,0,0
SP3G9BMCJ0858Y68MM35R6HA0WAZDNYXWZBN4RYK1,0,0
SP208XD20NAHGXA2KE0442F9F03GY23MHEBC60C2K,0,0
SP1997REHPBDBRRWRHCTF693SHS0TDEA6V84TKYZV,0,0
SP14XR55HNAXZ3KBE8Q46YD1RSC8EP5S63MF5GS2F,0,0
SP19WSDJWTH4CW3YG554XS5CAXJJGAN83P8CFZ4K1,0,2500000000
SP266WHN5CGFEJAE8JV22QT2M7ZVS32AZ0GZWC1CN,0,0
SP1XY983C1MEXM83MGNJC2JAAEGYVYZY5BYW5KS4K,0,110000000
SP2VG7S0R4Z8PYNYCAQ04HCBX1MH75VT11VXCWQ6G,0,457056380
SPRHAMZJ7KN89SPGQXX6702DMAWM7823G6EYXV0,0,0
SP27GZVSSF7SDQZNB53GBTV8XB3H4K8QK18574G45,0,0
SP2ZNGJ85ENDY6QRHQ5P2D4FXKGZWCKTB2T0Z55KS,0,200000000
